Phase	Time [s]	Speed [km/h]
Medium	815	40,1
Medium	816	40,7
Medium	817	41,3
Medium	818	41,9
Medium	819	42,7
Medium	820	43,4
Medium	821	44,2
Medium	822	45
Medium	823	45,9
Medium	824	46,8
Medium	825	47,7
Medium	826	48,7
Medium	827	49,7
Medium	828	50,6
Medium	829	51,6
Medium	830	52,5
Medium	831	53,3
Medium	832	54,1
Medium	833	54,7
Medium	834	55,3
Medium	835	55,7
Medium	836	56,1
Medium	837	56,4
Medium	838	56,7
Medium	839	57,1
Medium	840	57,5
Medium	841	58
Medium	842	58,7
Medium	843	59,3
Medium	844	60
Medium	845	60,6
Medium	846	61,3
Medium	847	61,5
Medium	848	61,5
Medium	849	61,4
Medium	850	61,2
Medium	851	60,5
Medium	852	60
Medium	853	59,5
Medium	854	58,9
Medium	855	58,4
Medium	856	57,9
Medium	857	57,5
Medium	858	57,1
Medium	859	56,7
Medium	860	56,4
Medium	861	56,1
Medium	862	55,8
Medium	863	55,5
Medium	864	55,3
Medium	865	55
Medium	866	54,7
Medium	867	54,4
Medium	868	54,2
Medium	869	54
Medium	870	53,9
Medium	871	53,7
Medium	872	53,6
Medium	873	53,5
Medium	874	53,4
Medium	875	53,3
Medium	876	53,2
Medium	877	53,1
Medium	878	53
Medium	879	53
Medium	880	53
Medium	881	53
Medium	882	53
Medium	883	53
Medium	884	52,8
Medium	885	52,5
Medium	886	51,9
Medium	887	51,1
Medium	888	50,2
Medium	889	49,2
Medium	890	48,2
Medium	891	47,3
Medium	892	46,4
Medium	893	45,6
Medium	894	45
Medium	895	44,3
Medium	896	43,8
Medium	897	43,3
Medium	898	42,8
Medium	899	42,4
Medium	900	42
Medium	901	41,6
Medium	902	41,1
Medium	903	40,3
Medium	904	39,5
Medium	905	38,6
Medium	906	37,7
Medium	907	36,7
Medium	908	36,2
Medium	909	36
Medium	910	36,2
Medium	911	37
Medium	912	38
Medium	913	39
Medium	914	39,7
Medium	915	40,2
Medium	916	40,7
Medium	917	41,2
Medium	918	41,7
Medium	919	42,2
Medium	920	42,7
Medium	921	43,2
Medium	922	43,6
Medium	923	44
Medium	924	44,2
Medium	925	44,4
Medium	926	44,5
Medium	927	44,6
Medium	928	44,7
Medium	929	44,6
Medium	930	44,5
Medium	931	44,4
Medium	932	44,2
Medium	933	44,1
Medium	934	43,7
Medium	935	43,3
Medium	936	42,8
Medium	937	42,3
Medium	938	41,6
Medium	939	40,7
Medium	940	39,8
Medium	941	38,8
Medium	942	37,8
Medium	943	36,9
Medium	944	36,1
Medium	945	35,5
Medium	946	35
Medium	947	34,7
Medium	948	34,4
Medium	949	34,1
Medium	950	33,9
Medium	951	33,6
Medium	952	33,3
Medium	953	33
Medium	954	32,7
Medium	955	32,3
Medium	956	31,9
Medium	957	31,5
Medium	958	31
Medium	959	30,6
Medium	960	30,2
Medium	961	29,7
Medium	962	29,1
Medium	963	28,4
Medium	964	27,6
Medium	965	26,8
Medium	966	26
Medium	967	25,1
Medium	968	24,2
Medium	969	23,3
Medium	970	22,4
Medium	971	21,5
Medium	972	20,6
Medium	973	19,7
Medium	974	18,8
Medium	975	17,7
Medium	976	16,4
Medium	977	14,9
Medium	978	13,2
Medium	979	11,3
Medium	980	9,4
Medium	981	7,5
Medium	982	5,6
Medium	983	3,7
Medium	984	1,9
Medium	985	1
Medium	986	0
Medium	987	0
Medium	988	0
Medium	989	0
Medium	990	0
Medium	991	0
Medium	992	0
Medium	993	0
Medium	994	0
Medium	995	0
Medium	996	0
Medium	997	0
Medium	998	0
Medium	999	0
Medium	1000	0
Medium	1001	0
Medium	1002	0
Medium	1003	0
Medium	1004	0
Medium	1005	0
Medium	1006	0
Medium	1007	0
Medium	1008	0
Medium	1009	0
Medium	1010	0
Medium	1011	0
Medium	1012	0
Medium	1013	0
Medium	1014	0
Medium	1015	0
Medium	1016	0
Medium	1017	0
Medium	1018	0
Medium	1019	0
Medium	1020	0
Medium	1021	0
Medium	1022	0
